Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Loại bìa,Số trang,Nhà xuất bản,Ngày xuất bản,Kích thước,Phương thức giao hàng Seller Delivery,Bookcare,Dịch Giả,Ngôn ngữ,ISBN-13,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Sản phẩm có được bảo hành không?,Hình thức bảo hành,Thời gian bảo hành,Chất liệu,Phiên bản sách,ISBN-10
Nghệ Thuật Tư Duy Phản Biện,89800,129000,129000,"Tư duy phản biện là một phần trong cuộc sống hằng ngày, bạn cần nắm lấy và phát triển từ nó. Thực hiện nghiên cứu của bạn, tìm kiếm các nguồn thông tin tốt, đưa ra lập luận của bạn và cân nhắc phản bá...",6193,39200,30,4.8,732,Albert Rutherford,1980 Books,Bìa mềm,280,Nhà Xuất Bản Lao Động,2021-01-01 00:00:00,13 x 19 cm,,,Mai,,,,,,,,,,Phiên bản thường,
Được Học (Tái Bản),130000,182000,182000,"Bill Gates, vị tỷ phú từng bỏ học (thậm chí chưa được “nửa chừng”) tại ngôi trường danh giá hàng đầu thế giới – Đại học Harvard – cũng đã đọc và tỏ lòng yêu mến cuốn sách với tựa gốc là Educated.Cuốn...",2437,52000,29,5.0,300,Tara Westover,NXB Phụ Nữ Việt Nam,Bìa mềm,446,Nhà Xuất Bản Phụ Nữ Việt Nam,2021-01-12 00:00:00,15.5 x 23.5 cm,,,Nguyễn Bích Lan,,,,,,,,,,Phiên bản thường,
Những Tù Nhân Của Địa Lý,168000,210000,210000,"“Khi chúng ta đang vươn tới những vì sao, chính bởi những thách thức đặt ra phía trước mà chúng ta có lẽ sẽ phải chung tay để ứng phó: du hành vào vũ trụ không phải với tư cách người Nga, người Trung ...",1355,42000,20,5.0,219,Tim Marshall,Nhã Nam,Bìa mềm,430,Nhà Xuất Bản Hội Nhà Văn,2020-12-11 00:00:00,14 x 20.5 cm,Nhà bán giao hàng cho khách hàng,,Phan Linh Lan,,,,,,,,,,,
Những Quy Luật Của Bản Chất Con Người,246000,300000,300000,"Robert Greene, tác giả rất được ưa chuộng do New York Times bình chọn của các tác phẩm 48 nguyên tắc chủ chốt của quyền lực; 33 chiến lược của chiến tranh; Nghệ thuật quyến rũ; Ng...",1185,54000,18,4.8,196,Robert Greene,NXB Trẻ,Bìa mềm,884,NXB Trẻ,2020-05-22 11:17:19,15.5x23cm,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Combo Tuổi Thơ Dữ Dội (2 cuốn) (Tái Bản 2019),113600,160000,160000,"“Tuổi Thơ Dữ Dội” là một câu chuyện hay, cảm động viết về tuổi thơ. Sách dày 404 trang mà người đọc không bao giờ muốn ngừng lại, bị lôi cuốn vì những nhân vật ngây thơ có, khôn ranh có, anh hùng có, ...",382,46400,29,5.0,38,Phùng Quán,Nhà Xuất Bản Kim Đồng,Bìa mềm,,Nhà Xuất Bản Kim Đồng,2019-05-01 00:00:00,13.5 x 20.5 cm,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Dế Mèn Phiêu Lưu Ký,127500,150000,150000,"Trong hơn nửa thế kỉ kể từ ngày ra mắt bạn đọc lần đầu tiên năm 1941, ""Dế Mèn phiêu lưu kí"" là một trong những sáng tác tâm đắc nhất của nhà văn Tô Hoài. Tác phẩm đã được tái bản nhiều lần và được dị...",337,22500,15,5.0,48,Tô Hoài,Nhà Xuất Bản Kim Đồng,Bìa cứng,144,,2019-02-25 00:00:00,18 x 25 cm,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Người Đua Diều (Tái Bản 2018),89679,129000,129000,"Người Đua Diều (Tái Bản 2018)Câu chuyện là lời tự thuật của nhà văn người Mỹ gốc Afghanistan Amir về những năm tháng tuổi thơ đầy niềm vui cũng như lỗi lầm, về những ngày trôi dạt trên đất khách rồi ...",22551,39321,30,4.8,2692,Khaled Hosseini,Nhã Nam,Bìa mềm,460,Nhà Xuất Bản Hội Nhà Văn,2018-09-20 00:00:00,14 x 20.5 cm,,,Nguyễn Bản,,,,,,,,,,Phiên bản thường,
90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha Mẹ,30400,39000,39000,"90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha MẹBạn có bao giờ thốt ra những câu dù biết là không nên nói như  “Còn lề mề đến bao giờ nữa hả?” hay “Chẳng được cái trò trống gì, đưa đây xem ...",1221,8600,22,4.7,73,Urako Kanamori,Nhà Xuất Bản Kim Đồng,Bìa mềm,176,,2018-08-24 19:24:03,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Dẫn Dắt Thoả Thuận Dàn Xếp Với Người Lao Động,296000,329000,329000," Đây là cuốn sách thiết thực cho: Chuyên viên Nhân sự - Người trực tiếp cân bằng lợi ích của doanh nghiệp và quan hệ lao động một cách hiệu quả. Luật sư, Chuyên viên Pháp chế - Người đưa ra chiến ...",10,33000,10,0.0,0,Luật sư Nguyễn Hữu Phước,CÔNG TY TNHH TMDV SÁCH LUẬT VIỆT,Bìa gập,426,Nhà Xuất Bản Tổng hợp TP.HCM,2025-04-28 14:29:10,,,,,,,,,,,,,,,
Lời Nguyền Chân Ái,119930,179000,179000,“Lời nguyền chân ái” là phần cuối của bộ truyện fantasy sau “Ngày xửa ngày xưa có một trái tim vụn vỡ” và “Vũ khúc đoạn tình”.Bộ 3 tiểu thuyết lãng mạn kỳ ảo “Ngày xửa ngày xưa có một trái tim vụn vỡ...,21,59070,33,0.0,0,Stephanie Garber,VIVABOOKS,Bìa mềm,424,Nhà Xuất Bản Dân Trí,2025-09-06 00:00:00,"14,5 x 20,5cm",,Có,Hán Nhật Minh,,,,,,,,,,,
"Hồi Ức Đến Tương Lai - Suy ngẫm về văn hóa, giáo dục và con đường phát triển của Việt Nam",220000,289000,289000,"Cuốn sách “Hồi ức đến tương lai” của Giáo sư Trần Văn Thọ là một tập hợp những bài báo chính luận, ghi chép và tùy bút đầy trăn trở, giàu cảm xúc, được ông chắt lọc, cập nhật và bổ sung trong nhiều n...",69,69000,24,5.0,7,Trần Văn Thọ,Alpha Books,Bìa mềm,,Nhà Xuất Bản Đà Nẵng,2025-05-22 00:00:00,,,,,,,,,,,,,,,
Agatha Christie. Án mạng vùng Lưỡng Hà,93000,130000,130000,"Amy Leatheran - người kể chuyện chính của chúng ta - nhận được lời mời đến một khu khảo cổ ở Iraq, để chăm sóc cho vợ của vị tiến sĩ dẫn đoàn Leidner. Quý cô Louise Leidner đang lâm vào khủng hoảng vì...",36,37000,28,5.0,2,Agatha Christie,NXB Trẻ,Bìa mềm,308,NXB Trẻ,2025-05-23 00:00:00,14 x 20.5 cm,,,,,,,,,,,,,,
"Hồi Ký Nguyễn Thị Bình - Gia Đình, Bạn Bè, Đất Nước - Omega Plus",146179,155000,155000,"PRE - ORDER - HÀNG ĐẶT TRƯỚCDỰ KIẾN HÀNG VỀ: 30/05/2025HỒI KÝ NGUYỄN THỊ BÌNH - GIA ĐÌNH, BẠN BÈ, ĐẤT NƯỚCNỘI DUNG CHÍNHĐây là cuốn hồi ký của bà Nguyễn Thị Bình, nguyên Phó Chủ tịch nước, nữ Bộ t...",13,8821,6,0.0,0,Nguyễn Thị Bình,Omega Plus,,,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,,,,,,,,,,,,,
[Sách Màu] Xây Nhà - Ngàn điều cần biết - Phiên bản 2025,369000,369000,369000,"Sau khi ra mắt lần đầu vào năm 2023, ""Xây nhà – Ngàn điều cần biết"" đã nhận được sự đón nhận nồng nhiệt từ đông đảo độc giả, đặc biệt là những anh chị lần đầu xây nhà hay mới bước chân vào lĩnh vực xâ...",131,0,0,5.0,9,N/A,Thái Hà,Bìa mềm tay gấp,352,Nhà Xuất Bản Công Thương,2025-04-06 15:58:25,,,,,,,,,,,,,,,
Sách Song Ngữ Lời Thì Thầm Trong Tổ Ấm - Whispers In The Home - Chính Hãng + Mã File Nghe,182160,198000,198000,"""Lời Thì Thầm Trong Tổ Ấm"" là một cuốn sách song ngữ Anh-Việt, giúp người đọc cải thiện kỹ năng tiếng Anh thông qua việc đọc song ngữ. Nội dung sách tập trung vào những câu chuyện gia đình, tình cảm...",804,15840,8,5.0,28,N/A,NXB Lao Động,Bìa cứng,280,Nhà Xuất Bản Lao Động,2025-02-19 00:41:13,,,,,,,,,,,,,,,
Tiệm sách của nàng (Nguyễn Nhật Ánh),92000,125000,125000,"Quà tặng kèm cho mỗi phiên bản sách: 1 bookmark dạng photostrip và 1 sổ tay ""Tiệm sách của nàng"" (màu ngẫu nhiên)Tiki sẽ giao ngẫu nghiên số lượng giới hạn sách có chữ ký tác giả. Bối cảnh là một tiệm...",1179,33000,26,5.0,85,Nguyễn Nhật Ánh,NXB Trẻ,,272,NXB Trẻ,2024-12-06 14:16:31,,,,,,,,,,,,,,,
Triết lý của Inamori Kazuo Chúng ta sống vì điều gì?,79000,105000,105000,"Giới thiệu sáchTrải qua nhiều trăn trở, nghĩ suy, ông Inamori Kazuo, doanh nhân nổi tiếng của Nhật Bản mới biên soạn nên quyển sách này. Quyển sách: Bàn về sự tồn tại và giá trị sống của con người....",114,26000,25,5.0,5,Inamori Kazuo,NXB Trẻ,Bìa mềm,180,NXB Trẻ,2024-09-23 00:00:00,13x20.5cm,,,,,,,,,,,,,,
"Sách Stop Overthinking - Sống Tự Do, Không Âu Lo - 7 Bước Loại Bỏ Suy Nghĩ Tiêu Cực Và Bắt Đầu Suy Nghĩ Tích Cực",71200,95000,95000,"    Stop Overthinking - Sống Tự Do, Không Âu Lo - 7 Bước Loại Bỏ Suy Nghĩ Tiêu Cực Và Bắt Đầu Suy Nghĩ Tích Cực   Bạn có đang bị:   - Lo lắng và suy nghĩ quá nhiều về mọi việc?   - Khó ngủ vì đầ...",242,23800,25,5.0,11,Chase Hill,Fahasa,,,NXB Dân Trí,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Đại Việt Sử Ký Toàn Thư,179000,275000,275000,"Trong các sách lịch sử cũ của ta , thì "" Đại Việt sử ký toàn thư "" là một bộ sử lớn chép từ Hồng Bàng đến Ất Mão ( 1675) đời vua Gia Tôn nhà Lê. "" Đại Việt sử ký toàn thư "" là bộ sách ...",726,96000,35,4.8,98,Đào Duy Anh,Nhà sách Minh Thắng,Bìa cứng,1284,Nhà Xuất Bản Hồng Đức,2022-03-03 00:00:00,16 x 24 cm,,,"Cao Huy Giu, Đào Duy Anh",,,,,,,,,,Phiên bản thường,
Series các tập ATTACK ON TITAN,39000,48000,48000,TTACK ON TITAN KHÔNG CHỈ ĐƠN THUẦN CHỈ LÀ MỘT BỘ TRUYỆN TRANHĐÂY CÒN LÀ MỘT KIỆT TÁC MANGA CỦA THỜI ĐẠISỰ LÔI CUỐN CỦA NHỮNG CHUYẾN PHIÊU LƯUTÍNH HẤP DẪN TỪ NHỮNG TÌNH TIẾT BÍ ẨNNỖI BÀNG HOÀNG KHI...,1466,9000,19,5.0,75,Hajime Isayama,NXB Trẻ,Bìa mềm,200,NXB Trẻ,2024-03-15 00:00:00,13x19 cm,,,,,,,,,,,,,,
Naval Ravikant - Để Thịnh Vượng Và Hạnh Phúc,158400,198000,198000,"    Naval Ravikant - Để Thịnh Vượng Và Hạnh Phúc   Giàu có không đến nhờ may mắn, hạnh phúc cũng vậy.   Hạnh phúc, giàu có, sự thịnh vượng là những điều nằm trong tầm với của TẤT CẢ MỌI NGƯỜI đơn...",68,39600,20,4.0,4,Eric Jorgenson,Rio Book,,,NXB Dân Trí,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Giao Tiếp Bất Bạo Động (Nonviolent Communication),118000,155000,155000,"GIAO TIẾP BẤT BẠO ĐỘNG (Nonviolent Communication)Bối cảnh cuộc sống ngày nay có đầy những sự xung đột, mâu thuẫn giữa các cá nhân, giữa các nhóm và giữa các quốc gia. Một trong những lý do chính của ...",2445,37000,24,5.0,126,N/A,Viện Quản lý PACE,Bìa mềm,268,Nhà Xuất Bản Tổng hợp TP.HCM,2022-01-01 00:00:00,14 x 21 cm,,,Lê Nguyễn Trần Huỳnh,,,,,,,,,,Phiên bản thường,
Combo Tư Duy Ngược + Tư Duy Mở (Nguyễn Anh Dũng) SBOOKS ,135000,276000,276000,THÔNG TIN TÁC PHẨMTên tác phẩm: Combo 2 Cuốn Tư Duy Ngược + Tư Duy MởTác giả: Nguyễn Anh DũngThương Hiệu: SbooksNhà xuất bản: NXB Dân TríNăm xuất bản: 2023Loại bìa: Bìa mềmKhổ: 13x20 cmSố tra...,3316,141000,51,4.7,189, Nguyễn Anh Dũng,SBOOKS,,416,Nhà Xuất Bản Dân Trí,2023-07-22 10:41:07,,,,,,,,,,,,,,,
Tuổi Thơ Dữ Dội - Tập 2,52003,80000,80000,"Tuổi Thơ Dữ Dội - Tập 2Giới thiệu tác giảPhùng Quán, một cây bút tài hoa của văn học Việt Nam, đã để lại dấu ấn sâu đậm trong lòng độc giả qua những tác phẩm giàu cảm xúc và ý nghĩa. Ông sở hữu một...",2700,27997,35,5.0,359,Phùng Quán,Nhà Xuất Bản Kim Đồng,Bìa mềm,400,Nhà Xuất Bản Kim Đồng,2019-12-26 00:00:00,13.5 x 20.5 cm,,,,Tiếng Việt,,,,,,,,,Phiên bản thường,
Hai số phận (bìa mềm),129000,195000,195000,"Hai số phận” không chỉ đơn thuần là một cuốn tiểu thuyết, đây có thể xem là ""thánh kinh"" cho những người đọc và suy ngẫm, những ai không dễ dãi, không chấp nhận lối mòn.“Hai số phận” làm rung động mọ...",1857,66000,34,5.0,177,Jeffrey Archer,Huy Hoàng Bookstore,Bìa mềm,768,Nhà Xuất Bản Văn Học,2023-03-14 00:00:00,13.5 x 20.5 cm,,,Nguyễn Việt Hải,,,,,,,,,,Phiên bản thường,
Combo Sách Giáo Trình Chuẩn HSK 4 Tập 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn),285700,376000,376000,"    Combo Sách Giáo Trình Chuẩn HSK 4 Tập 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn)   Được chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:   Kết hợp t...",236,90300,24,5.0,22,Khương Lệ Bình,Cty Nhân Trí Việt,,,Nhà Xuất Bản Tổng hợp TP.HCM,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Combo Sách Giáo Trình Chuẩn HSK 2 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn),293300,386000,386000,"Combo Sách Giáo Trình Chuẩn HSK 2 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn) - (Tái Bản)Được chia thành 6 cấp độ với tổng cộng 18 cuốn, Giáo trình chuẩn HSK có những đặc điểm nổi bật sau:Kết hợp thi cử v...",547,92700,24,5.0,42,Khương Lệ Bình,Cty Nhân Trí Việt,,,Nhà Xuất Bản Tổng hợp TP.HCM,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Giận - Thích Nhất Hạnh,100000,135000,135000,"Giận là một cuốn sách hay của Thiền sư Thích Nhất Hạnh, nó mở ra cho ta những khả năng kỳ diệu, nhưng lại rất dễ thực hành để ta tự mình từng bước thoát khỏi cơn giận và sống đẹp với xã hội quanh mình...",3913,35000,26,5.0,210,Thích Nhất Hạnh,Phương Nam Book,Bìa mềm,248,Nhà Xuất Bản Thế Giới,2023-01-01 00:00:00,14 x 20.5 cm,,,Chân Đạt,,,,,,,,,,Phiên bản thường,
Những Kẻ Xuất Chúng (Tái Bản),103350,159000,159000,"Cuốn sách Những kẻ xuất chúng sẽ giúp bạn tìm ra câu trả lời thông qua các phân tích về xã hội, văn hóa và thế hệ của những nhân vật kiệt xuất như Bill Gates, Beatles và Mozart, bên cạnh những thất bạ...",1329,55650,35,4.7,90,Malcolm Gladwell,Alphabooks,Bìa mềm,348,Nhà Xuất Bản Thế Giới,2023-01-01 00:00:00,13.0 x 20.5 cm,,,Diệu Ngọc,,,,,,,,,,Phiên bản thường,
Con người và Biểu tượng - Man and his symbols,270000,450000,450000,CON NGƯỜI VÀ BIỂU TƯỢNG là tác phẩm đầu tiên và duy nhất trong đó Carl Gustav Jung giải thích cho độc giả phổ thông đóng góp lớn nhất của ông cho hiểu biết về tâm trí con người: lý thuyết về tầm quan ...,2072,180000,40,4.8,197,Carl Gustav Jung,Nhã Nam,Bìa cứng,522,Nhà Xuất Bản Thế Giới,2022-12-01 00:00:00,17 x 25 cm,,,Mai Sơn,,,,,,,,,,Phiên bản thường,
"Hiệu ứng Telomere -Giải pháp đột phá để sống trẻ, khỏe, và ngăn ngừa lão hóa",186000,245000,245000,"Việc phát hiện ra telomere ở đầu mút nhiễm sắc thể đưa tiến sĩ Elizabeth Blackburn, tác giả chính của cuốn sách, cùng hai đồng nghiệp đoạt giải Nobel sinh lý và y khoa năm 2009. Khi ta ra đời, tolomer...",389,59000,24,5.0,29,Elissa Epel PhD,NXB Trẻ,,464,NXB Trẻ,2022-09-01 00:00:00,13x20.5cm,,,Nguyễn Thị Kim Diệu,,,,,,,,,,Phiên bản thường,
Những Giấc Mơ Ở Hiệu Sách Morisaki,52359,75000,75000,"Bị người yêu lừa dối, Takako bỏ việc và rơi vào chuỗi ngày ngủ triền miên để trốn tránh nỗi buồn. Thế rồi, một cuộc điện thoại từ người cậu ruột cả 10 năm trời không gặp đã đánh thức cô khỏi cơn mộng ...",912,22641,30,5.0,87,Yagisawa Satoshi,Nhã Nam,Bìa mềm,180,Nhà Xuất Bản Hà Nội,2022-09-09 00:00:00,14x20.5 cm,,,Trần Quỳnh Anh,,,,,,,,,,Phiên bản thường,
Đừng bao giờ đi ăn một mình,110000,145000,145000,Bạn mong muốn đi tắt đón đầu? bạn muốn vững bước đến thành công? Keith Ferrazzi – bậc thầy về sự kết nối sẽ giúp bạn khám phá công thức nền tảng để tiến đến đỉnh cao sự nghiệp thông qua sự kết hợp hài...,1125,35000,24,5.0,58,Keith Ferrazzi,NXB Trẻ,Bìa mềm,464,NXB Trẻ,2022-08-22 00:00:00,15 x 20.5 cm,,,Trần Thị Ngân Tuyến,,,,,,,,,,Phiên bản thường,
Điệp Viên Hoàn Hảo X6 - Phạm Xuân Ẩn,142400,178000,178000,    Điệp Viên Hoàn Hảo X6 - Phạm Xuân Ẩn   Ấn bản mới này có bổ sung Lời giới thiệu của tác giả cho lần tái bản 2013 “Sáu năm sau: hồi tưởng về sách Điệp Viên Hoàn Hảo”. Larry Berman viết: “…cuộc ...,281,35600,20,5.0,15,Larry Berman,FIRST NEWS,,,Nhà Xuất Bản Dân Trí,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Kỷ Luật Bản Thân,125200,189000,189000,"Trong cuộc sống hiện nay, bất cứ ai cũng phải cùng lúc đảm đương nhiều nhiệm vụ khác nhau. Khi vừa phải lo liệu suôn sẻ công việc tại văn phòng, vừa phải chăm sóc gia đình, đồng thời nuôi dưỡng các mố...",3643,63800,34,4.7,227,Richard Guare,1980 Books,Bìa mềm,396,Nhà Xuất Bản Công Thương,2022-07-07 00:00:00,"13x20,5cm",,,Ngô Cẩm Ly,,,,,,,,,,Phiên bản thường,
Học Cách Học (Tái bản),115000,159000,159000,Cách cho tâm trí lang thang để kích hoạt chế độ tập trung học tập; Cách ra khỏi “tư duy lối mòn” để tư duy bứt phá; Cách để biến một trí nhớ kém trở thành lợi thế tư duy; Cách đơn giản nhưng đầy hi...,533,44000,28,5.0,36,Nhiều tác giả,Alphabooks,Bìa mềm,280,Nhà Xuất Bản Thế Giới,2022-07-07 00:00:00,16x24cm,,,Liên Hương,,,,,,,,,,Phiên bản thường,
Sapiens Lược Sử Loài Người (Tái Bản 2022),217000,299000,299000,Sapiens là một câu chuyện lịch sử lớn về nền văn minh nhân loại – cách chúng ta phát triển từ xã hội săn bắt hái lượm thuở sơ khai đến cách chúng ta tổ chức xã hội và nền kinh tế ngày nay.Trong ấn bả...,4592,82000,27,5.0,395,Yuval Noah Harari,Alphabooks,Bìa mềm,600,Nhà Xuất Bản Tri Thức,2022-06-01 00:00:00,16.0 x 24.0 cm,,,Nguyễn Thủy Chung,,,,,,,,,,Phiên bản thường,
Chiến Thắng Con Quỷ Trong Bạn - Bí Quyết Tự Do Và Thành Công (Tái Bản),73400,115000,115000,"Cuốn sách là cuộc trò chuyện của Napoleon Hill và Con Quỷ. Sau bao nhiêu năm miệt mài nghiên cứu cuối cùng ông cũng phát hiện ra Con Quỷ, bắt nó phải thú tội và tiết lộ những sự thật kinh hoàng về nơi...",3903,41600,36,4.8,370,Napoleon Hill,Thái Hà,Bìa mềm,293,Nhà Xuất Bản Lao Động,2021-11-01 00:00:00,15.5 x 24 cm,,,Thanh Minh,,,,,,,,,,Phiên bản thường,
Sách Sức Mạnh Tiềm Thức (Tái Bản) (Bìa Mềm),102400,128000,128000,"Sức Mạnh Tiềm Thức (Tái Bản)Là một trong những quyển sách về nghệ thuật sống nhận được nhiều lời ngợi khen và bán chạy nhất mọi thời đại, Sức Mạnh Tiềm Thức đã giúp hàng triệu độc giả trên thế giới đ...",1607,25600,20,5.0,141,Joseph Murphyc,First News - Trí Việt,Bìa mềm,336,Nhà Xuất Bản Tổng hợp TP.HCM,2021-06-01 00:00:00,14.5 x 20.5 cm,Nhà bán giao hàng cho khách hàng,,Bùi Thanh Châu-Mai Sơn,,,,,,,,,,,
