Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Ngày xuất bản,Loại bìa,Phương thức giao hàng Seller Delivery,Nhà xuất bản,Phiên bản sách,Kích thước,Dịch Giả,Số trang,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Chất liệu,Sản phẩm có được bảo hành không?,Bookcare,Ngôn ngữ
Cuộc Đời Của Nấm - Entangled Life (New York Times Bestseller),129000,168000,168000,"Đi sâu tìm hiểu về cuộc sống ẩn dật của nấm và vai trò mật thiết của chúng đối với đời sống con người, không phải thực vật, cũng chẳng phải động vật, nấm thuộc về một thế giới riêng, vận hành theo nhữ...",6,39000,23,5.0,1,Merlin Sheldrake,Huy Hoàng Bookstore,2025-02-06 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,22.5 x 15.5 cm,Tiêu Linh,388,,,,,,Có,
Thiên Quan Tứ Phúc - Tập 6 ( Bản Hoạt Hình),135000,179000,179000,"Sau hành trình khám phá bí ẩn ải Bán Nguyệt, Tạ Liên chính thức xác nhận thân phận thật sự của Tam Lang: Hắn chính là Quỷ vương cấp Tuyệt mà ai ai cũng phải kiêng dè - Hoa Thành. Dù vậy, Tạ Liên vẫn ...",29,44000,25,5.0,2,Mặc Hương Đồng Khứu,Daisy Comics,2025-06-06 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,14.5 x 20.5 cm,Tố Tố,272,,,,,,Có,
Lời Nguyền Chân Ái,119930,179000,179000,“Lời nguyền chân ái” là phần cuối của bộ truyện fantasy sau “Ngày xửa ngày xưa có một trái tim vụn vỡ” và “Vũ khúc đoạn tình”.Bộ 3 tiểu thuyết lãng mạn kỳ ảo “Ngày xửa ngày xưa có một trái tim vụn vỡ...,17,59070,33,0.0,0,Stephanie Garber,VIVABOOKS,2025-09-06 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,"14,5 x 20,5cm",Hán Nhật Minh,424,,,,,,Có,
Life 3.0 – Loài Người Trong Kỷ Nguyên Trí Tuệ Nhân Tạo,147000,199000,199000,Life 3.0 – Loài người trong kỷ nguyên trí tuệ nhân tạo mở đầu bằng một câu chuyện giả tưởng đầy kịch tính về nhóm Omega – những nhà khoa học bí mật phát triển một AI có tên Prometheus với khả năng tự...,33,52000,26,5.0,1,Max Tegmark,Alphabooks,,,,Nhà Xuất Bản Thế Giới,,,,,,,,,,,
"Hồi Ký Nguyễn Thị Bình - Gia Đình, Bạn Bè, Đất Nước - Omega Plus",146179,155000,155000,"PRE - ORDER - HÀNG ĐẶT TRƯỚCDỰ KIẾN HÀNG VỀ: 30/05/2025HỒI KÝ NGUYỄN THỊ BÌNH - GIA ĐÌNH, BẠN BÈ, ĐẤT NƯỚCNỘI DUNG CHÍNHĐây là cuốn hồi ký của bà Nguyễn Thị Bình, nguyên Phó Chủ tịch nước, nữ Bộ t...",13,8821,6,0.0,0,Nguyễn Thị Bình,Omega Plus,,,,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,,,,,,,,
Đôi mắt của Mona,236600,338000,338000,"Đôi mắt của Mona là tiểu thuyết đầu tay của Thomas Schlesser, và đã bán được bản quyền cho 25 quốc gia trên thế giới trước cả khi được xuất bản tại Pháp.Năm mươi hai tuần: đó là khoảng thời gian còn ...",112,101400,30,5.0,2,Thomas schlesser,Nhã Nam,2025-03-13 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,15.5 x 24 x 3 cm,Châu Anh,450,,,,,,,
Kotaro sống một mình,43000,48000,48000,"Kotaro, khách trọ vừa chuyển đến “nhà trọ Shimizu”, là một đứa trẻ có khả năng sinh tồn mạnh mẽ hơn những người lớn đang sống tại khu nhà trọ này.Câu chuyện quá khứ nào đang ẩn giấu phía sau cậu bé?Nh...",46,5000,10,0.0,0,Mami Tsumura,NXB Trẻ,2025-03-22 00:00:00,Bìa mềm,,NXB Trẻ,,,,197,,,,,,,
Shadow Work Sách Hướng Dẫn Giải Mã Bản Ngã Ẩn Giấu Và Cân Bằng Năng Lượng,110050,155000,155000,"SHADOW WORKSách hướng dẫn giải mã bản ngã ẩn giấu và cân bằng năng lượngBạn đã từng che giấu những cảm xúc, những khía cạnh tính cách hay những trải nghiệm khó khăn để hòa nhập với thế giới xung qua...",56,44950,29,5.0,2,Stephanie Kirby,Asbooks,2025-05-03 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,15.7cm x 24cm,,192,,,,,,,
Chăm Sóc Bản Thân Thật Sự,100640,148000,148000,"Để không còn chạy theo những phương pháp chữa lành sáo rỗngNgày nay, khi nói đến “chăm sóc bản thân”, nhiều người nghĩ ngay đến những buổi spa thưgiãn, khóa học yoga hay những phương pháp chăm sóc da...",247,47360,32,5.0,7,MD,First News - Trí Việt,2024-03-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,"12,5 x 18 cm",Phương Ánh,220,,,,,,,
NEXUS - Lược Sử Của Những Mạng Lưới Thông Tin Từ Thời Đại Đồ Đá Đến Trí Tuệ Nhân Tạo,252000,325000,325000,"Giới thiệu sáchYuval Noah Harari trở lại với cuốn sách mới đầy thú vị về cuộc hành trình của con người vào Kỷ nguyên thông tin, và những lựa chọn cấp bách mà chúng ta phải đưa ra để tồn tại - và phát...",2331,73000,22,5.0,156,Yuval Noah Harari,Alphabooks,,,,Nhà Xuất Bản Thế Giới,,,,,,,,,,Có,
Đọc Vị Mọi Vấn Đề Của Trẻ - Giải Mã Mọi Vấn Đề Về Nuôi Con Nhỏ: Ăn - Ngủ - Kỷ Luật Hành Vi,138620,239000,239000,"Thưa các ông bố, bà mẹ, các em bé sơ sinh và các em bé chập chững biết đi yêu quý nhất, chính niềm vui và sự khiêm tốn đã đem lại cho tôi điều bí mật quan trọng nhất trong việc thì thầm với trẻ: cách ...",5558,100380,42,5.0,583,Tracy Hogg,Thái Hà,2021-05-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,Phiên bản thường,21 x 23.5 cm,"Hachun Lyonnet, Mẹ Ong Bông, Trần Huyền",512,,,,,,,
"Phương Pháp Học Tập Feynman - 5 Bước Giúp Bạn Học Nhanh, Nhớ Lâu, Tiến Bộ Vượt Bậc",104700,136000,136000,"    Phương Pháp Học Tập Feynman - 5 Bước Giúp Bạn Học Nhanh, Nhớ Lâu, Tiến Bộ Vượt Bậc    - Bạn có đang gặp khó khăn trong việc học tập?    - Học nhiều nhưng không nhớ?    - Kiến thức không áp d...",262,31300,23,5.0,16,N/A,Fahasa,,,Nhà bán giao hàng cho khách hàng,NXB Dân Trí,,,,,,,,,,,
Trăm năm cô đơn,139300,199000,199000,"“Chỉ với một bước nhảy, Gabriel García Márquez đã vụt lên ngang hàng với Günter Grass và Vladimir Nabokov.”- The New York Times“Xuất sắc, hỗn độn, với tầm ảnh hưởng lớn ảnh… Một thiên tiểu thuyết vĩ...",120,59700,30,4.3,8,Gabriel Garcia Márquez,Nhã Nam,2023-04-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,,15.5x24cm,,492,,,,,,,
Quản Trị Bằng Văn Hóa,162500,250000,250000,QUẢN TRỊ BẰNG VĂN HÓACách thức Kiến tạo & Tái tạo Văn hóa Tổ chức “QUẢN TRỊ BẰNG VĂN HÓA - Cách thức Kiến tạo & Tái tạo Văn hóa Tổ chức” là cuốn sách do Tiến sĩ Giản Tư Trung dày công đúc k...,1472,87500,35,4.8,57,Giản Tư Trung,Viện Quản lý PACE,2023-12-12 00:00:00,Bìa cứng,,Nhà Xuất Bản Tri Thức,,15 x 23 cm,,396,,,,,,Không,
Thép đã tôi thế đấy (Bản dịch đầy đủ nhất) - Bìa mềm,76250,125000,125000,"Thép Đã Tôi Thế Đấy của N.A.Ostrovsky sẽ trả lời cho chúng ta: ""Thế nào là thép đã tôi? Trong tác phẩm, nhà văn đã tập trung miêu tả sự trưởng thành của Pavel như quá trình tôi luyện một thanh thé...",913,48750,39,4.7,110,Nikolai A.Ostrovsky,Nhà sách Minh Thắng,2022-04-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,"14,5 x 20,5 cm",Vũ Văn Thành(dịch) - Nguyễn Vị Hà Linh (hiệu đính),780,,,,,,,
"Mùa hè không tên (Nguyễn Nhật Ánh) - Tặng kèm Bookmark, Tranh màu, Sổ note cho cả 2 phiên bản - Tặng thêm ngẫu nhiên 1 trong 2 Lót ly cho Bản bìa cứng",107000,130000,130000,"“Mùa hè không tên” là truyện dài mới nhất của nhà văn Nguyễn Nhật Ánh, với những câu chuyện tuổi thơ với vô số trò tinh nghịch, những thoáng thinh thích hồi hộp cùng vô vàn kỷ niệm. Để rồi khi những t...",5379,23000,18,5.0,457,Nguyễn Nhật Ánh,NXB Trẻ,2023-09-22 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 20 cm,,292,,,,,,,
Chiến tranh không có một khuôn mặt phụ nữ (Tái bản),127000,180000,180000,"Chiến tranh không có một khuôn mặt phụ nữ - một tác phẩm của tác giả đoạt giải Nobel Văn chương 2015 Svetlana Alexievich - là bản dịch đầy đủ nhất từ trước tới nay, không cắt gọt, không kiểm duyệt của...",794,53000,29,4.7,83,Svetlana Alexievich,Tao Đàn,2023-08-08 00:00:00,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,Phiên bản thường,"14 x 20,5 cm",Nguyên Ngọc,464,,,,,,,
Beartown 2: Chúng tôi đấu với các bạn,158000,225000,225000,Từ tác giả cuốn sách bán chạy toàn cầu “Người đàn ông mang tên Ove”. Phần tiếp theo của cuốn sách bán chạy “Beartown”. Bạn từng chứng kiến một thị trấn sụp đổ? Thị trấn của chúng tôi đã từng. Bạn từng...,751,67000,30,5.0,74,Fredrik Backman,NXB Trẻ,2023-08-21 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 20 cm,Hoàng Anh,680,,,,,,,
Hai Vạn Dặm Dưới Biển,64350,99000,99000,"Một con thủy quái khổng lồ bỗng nhiên xuất hiện làm điêu đứng cả ngành hàng hải. Một đoàn thám hiểm nhổ chiếc neo tàu ra khơi với nhiệm vụ tiêu diệt con quái vật ấy, dù có phải đánh đổi bằng cả mạng s...",710,34650,35,4.8,98,Jules Verne,Nhà Xuất Bản Kim Đồng,2019-07-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Kim Đồng,Phiên bản thường,13 x 19 cm,Đỗ Ca Sơn,452,,,,,,,
Chủ nghĩa khắc kỷ - phong cách sống bản lĩnh và bình thản (Tái Bản),112000,149000,149000,"Bạn mong muốn điều gì từ cuộc sống này? Có thể câu trả lời của bạn là muốn có một người bạn đời biết quan tâm, một công việc tốt và một ngôi nhà đẹp, nhưng chúng thực ra chỉ là một số thứ bạn muốn có ...",3062,37000,25,4.7,221,William B.Irvine,Thái Hà,2023-02-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Công Thương,Phiên bản thường,14.5x20.5cm,Nhóm Tâm lý học Tội phạm,380,,,,,,,
Ba người thầy vĩ đại (Tái bản),85000,115000,115000,"“Tôi đã nếm trải nhiều thất bại trong hành trình đi qua những tháng ngày của mình. Thế nhưng, mỗi chướng ngại cuối cùng đều lại chính là một bàn đạp đưa tôi gần hơn nữa tới chân lý trong tâm khảm và c...",3968,30000,26,5.0,222,Robin Sharma,Thái Hà,2022-04-01 00:00:00,,,Nhà Xuất Bản Lao Động,Phiên bản thường,14.5 x 20.5 cm,Nguyễn Xuân Hồng,330,,,,,,,
"Hiệu ứng Telomere -Giải pháp đột phá để sống trẻ, khỏe, và ngăn ngừa lão hóa",221000,245000,245000,"Việc phát hiện ra telomere ở đầu mút nhiễm sắc thể đưa tiến sĩ Elizabeth Blackburn, tác giả chính của cuốn sách, cùng hai đồng nghiệp đoạt giải Nobel sinh lý và y khoa năm 2009. Khi ta ra đời, tolomer...",384,24000,10,5.0,27,Elissa Epel PhD,NXB Trẻ,2022-09-01 00:00:00,,,NXB Trẻ,Phiên bản thường,13x20.5cm,Nguyễn Thị Kim Diệu,464,,,,,,,
Không Diệt Không Sinh Đừng Sợ Hãi (TB5),71500,110000,110000,"Nhiều người trong chúng ta tin rằng cuộc đời của ta bắt đầu từ lúc chào đời và kết thúc khi ta chết. Chúng ta tin rằng chúng ta tới từ cái Không, nên khi chết chúng ta cũng không còn lại gì hết. Và ch...",29393,38500,35,5.0,1849,Thích Nhất Hạnh,Saigon Books,2022-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,20.5 x 13 cm x 1.2,,224,,,,,,,
Sapiens Lược Sử Loài Người (Tái Bản 2022),217000,299000,299000,Sapiens là một câu chuyện lịch sử lớn về nền văn minh nhân loại – cách chúng ta phát triển từ xã hội săn bắt hái lượm thuở sơ khai đến cách chúng ta tổ chức xã hội và nền kinh tế ngày nay.Trong ấn bả...,4581,82000,27,5.0,395,Yuval Noah Harari,Alphabooks,2022-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tri Thức,Phiên bản thường,16.0 x 24.0 cm,Nguyễn Thủy Chung,600,,,,,,,
Sức Mạnh Của Hiện Tại (Tái Bản),114240,168000,168000,"Sức Mạnh Của Hiện Tại được viết một cách súc tích và thâm thuý nên nhiều khi ta chỉ cần đọc một cây hay một đoạn ngắn thì đã cảm thấy vừa đủ, vì quả thực chúng ta cần có không gian để chiêm nghiệm nhữ...",3050,53760,32,5.0,280,Eckhart Tolle,First News - Trí Việt,2022-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,14.5 x 20.5 cm,Diện mục Nguyễn Văn Hạnh-Nguyễn Ngọc Thúy-Đỗ Tâm Tuy,400,,,,,,,
Xứ Cát,124500,249000,249000,"Sơ lược về tác phẩm Một thời điểm rất xa trong tương lai…Từ đời này sang đời khác, người Fremen trên hành tinh sa mạc lưu truyền lời tiên tri về một đấng cứu tinh sẽ dẫn dắt họ giành lấy tự do đích t...",8555,124500,50,4.8,1412,Frank Herbert,Nhã Nam,2021-12-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,Phiên bản thường,17 x 25 cm,Trần Tiễn Cao Đăng,714,,,,,,,
Thư Viện Nửa Đêm,120000,150000,150000,"Thắng hạng mục sách hư cấu của Goodreads.Được đưa vào danh sách tổng kết sách hay nhất năm của The Washington Post, Christian Science Monitor, New York Public Library, Boston Globe, Amazon, PureWow, ...",80,30000,20,4.7,12,Matt Haig,Nhã Nam,2021-08-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Hội Nhà Văn,,14 x 20.5 cm,Matryoshka,424,,,,,,,
Chiến Binh Cầu Vồng (Tái Bản 2020),87200,109000,109000,"Chiến Binh Cầu Vồng (Tái Bản 2020)Một tác phẩm có tầm ảnh hưởng sâu rộng nhất Indonesia“Thầy Harfan và cô Mus nghèo khổ đã mang đến cho tôi tuổi thơ đẹp nhất, tình bạn đẹp nhất, và tâm hồn phong phú,...",717,21800,20,4.8,123,Andrea Hirata,Nhã Nam,2020-04-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Hội Nhà Văn,,14 x 20.5 cm,,428,,,,,,,
D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),90400,109000,109000,"Quyển sách cho chúng ta thấy cách Trump làm việc mỗi ngày - cách ông điều hành công việc kinh doanh và cuộc sống - cũng như cách ông trò chuyện với bạn bè và gia đình, làm ăn với đối thủ, mua thành cô...",465,18600,17,5.0,68,Donald J.Trump & Tony Schwartz,NXB Trẻ,2020-04-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,NXB Trẻ,,14 x 20 cm,,328,,,,,,,
Bác Sĩ Riêng Của Bé Yêu - Chào Con! Ba Mẹ Đã Sẵn Sàng (Tái Bản),76000,95000,95000,"""Chào con! Ba mẹ đã sẵn sàng!"" - Cuốn sách không chỉ được viết trên nền tảng khoa học của một bác sĩ mà còn chứa chan tình yêu của một người mẹ.Chắc chắn bạn cũng sẽ cảm nhận được những điểm hay và ...",852,19000,20,5.0,85,BS. Trần Thị Huyên Thảo,NXB Trẻ,2020-03-02 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,NXB Trẻ,,15.5 x 23 cm,,224,,,,,,,Tiếng Việt
Mục Tiêu,194600,229000,229000,"Giới thiệu lý thuyết các điểm hạn chế đã làm thay đổi tư duy của những nhà kinh doanh Hoa KỳĐược viết theo phong cách kịch tính, Mục tiêu là cuốn tiểu thuyết quản trị cực kỳ hấp dẫn, đã và đang thay ...",43,34400,15,5.0,4,Eliyahu M. Goldratt,Alphabooks,2019-09-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,16 x 24 cm,,520,,,,,,,
Combo Tuổi Thơ Dữ Dội (2 cuốn) (Tái Bản 2019),120000,160000,160000,"“Tuổi Thơ Dữ Dội” là một câu chuyện hay, cảm động viết về tuổi thơ. Sách dày 404 trang mà người đọc không bao giờ muốn ngừng lại, bị lôi cuốn vì những nhân vật ngây thơ có, khôn ranh có, anh hùng có, ...",375,40000,25,5.0,35,Phùng Quán,Nhà Xuất Bản Kim Đồng,2019-05-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Kim Đồng,,13.5 x 20.5 cm,,,,,,,,,
Hoàng Tử Bé (Tái Bản 2019),60000,75000,75000,"Hoàng tử bé được viết ở New York trong những ngày tác giả sống lưu vong và được xuất bản lần đầu tiên tại New York vào năm 1943, rồi đến năm 1946 mới được xuất bản tại Pháp. Không nghi ngờ gì, đây là ...",1834,15000,20,5.0,315,Antoine De Saint-Exupéry,Nhã Nam,2019-05-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Hội Nhà Văn,,15 x 23 cm,Trác Phong,102,,,,,,,
Khu Vườn Bí Mật (Tái Bản),80040,116000,116000,"Mary Lennox, một cô bé mồ côi, cáu kỉnh, không ai ưa, tới sống tại nhà ông bác ở vùng đồng hoang Yorkshire, nước Anh, nơi có rất nhiều bí mật đang đợi cô. Ban đêm, có tiếng khóc của ai đó từ một hành ...",4597,35960,31,4.8,509,Frances Hodgson Burnett,Nhã Nam,2019-04-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,18 x 20.5 cm,,321,,,,,,,
Dế Mèn Phiêu Lưu Ký,127500,150000,150000,"Trong hơn nửa thế kỉ kể từ ngày ra mắt bạn đọc lần đầu tiên năm 1941, ""Dế Mèn phiêu lưu kí"" là một trong những sáng tác tâm đắc nhất của nhà văn Tô Hoài. Tác phẩm đã được tái bản nhiều lần và được dị...",337,22500,15,5.0,48,Tô Hoài,Nhà Xuất Bản Kim Đồng,2019-02-25 00:00:00,Bìa cứng,Nhà bán giao hàng cho khách hàng,,,18 x 25 cm,,144,,,,,,,
Bà Nội Găngxtơ (Tái Bản),68600,98000,98000,"Bà Nội Găngxtơ (Tái Bản)Bà nội của Ben là một bà nội chuẩn không cần chỉnh - bà có tóc bạc, răng giả, và giấy ăn giắt đầy tay áo. Bà chỉ thích ăn mỗi món bắp cải và chơi t...",5003,29400,30,5.0,546,David Walliams,Nhã Nam,2018-09-27 15:36:14,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,Phiên bản thường,<p>14.5 x 20.5 cm</p>,Snorlax,241,,,,,,,
Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),69000,100000,100000,"Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản)Chen vai thích cánh để có một chỗ bám trên xe buýt giờ đi làm, nhích từng xentimét bánh xe trên đường lúc tan sở, quay cuồng với thi cử và tiến độ công việ...",49012,31000,31,4.8,4026,Hae Min,Nhã Nam,2018-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,Phiên bản thường,14 x 20.5cm,Nguyễn Việt Tú Anh,256,,,,,,,
Quân Vương – Thuật Cai Trị (Tái Bản),92600,109000,109000,Quân Vương – Thuật Cai Trị (Tái Bản 2018) là cuốn sách gối đầu giường của rất nhiều thế hệ chính trị gia và lãnh đạo trên thế giới.Cuốn sách nhỏ của Niccolò Machiavelli đã hội tự những nguyên tắc làm...,115,16400,15,4.7,24,Niccolò Machiavelli,Omega Plus,2018-03-03 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Thế Giới,,14 x 20.5 cm,Vũ Thái Hà,200,,,,,,,
